srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,p_state,sDevType,sOSName,gender,age_group,education
1041,2,17,1,5,4,4,4,3,1,3,1,1,5,5,1,5,1,-1,-1,1,2,3
720,2,13,3,5,5,5,5,2,1,3,3,2,5,2,2,4,1,1,1,1,2,1
1251,2,34,1,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,6,2,2,3
549,2,29,1,2,2,4,4,2,2,3,3,3,2,4,2,4,1,1,6,1,3,1
1721,4,11,4,3,3,3,3,3,3,3,3,3,4,4,4,4,1,0,12,2,4,2
1728,2,11,3,2,1,3,2,1,1,1,2,1,5,5,5,5,1,0,8,1,3,3
1725,4,5,96,5,3,2,2,2,2,1,2,2,2,4,4,2,1,-1,-1,2,4,1
1810,2,34,1,3,3,3,3,1,1,2,1,1,2,5,4,1,1,1,1,2,4,3
398,2,96,1,2,2,3,2,2,3,3,1,2,4,4,4,2,1,2,6,1,4,1
2011,2,29,2,3,2,3,3,2,2,2,2,2,5,4,5,1,1,0,12,2,4,1
67,4,36,5,4,4,3,3,2,4,2,4,2,2,5,2,5,1,1,6,2,4,1
1809,1,16,97,3,2,3,3,3,2,3,3,2,2,4,2,4,1,1,6,1,4,1
257,2,11,1,4,4,2,2,2,1,2,3,2,5,4,4,2,1,0,12,1,4,1
1261,2,13,3,3,2,2,2,1,1,2,2,1,2,2,2,2,1,0,12,2,4,2
789,4,11,4,5,1,2,5,1,1,2,2,1,4,2,5,1,1,0,12,2,3,1
1457,5,11,3,2,2,2,2,2,1,1,2,1,4,4,4,1,1,2,6,1,4,2
1292,4,16,1,4,2,4,2,2,1,3,3,2,2,4,4,4,1,2,6,1,4,3
1837,4,11,3,1,1,2,2,1,1,1,3,1,4,4,5,4,1,0,8,2,2,1
409,4,11,4,4,2,2,3,2,2,1,3,1,4,4,4,1,1,0,8,2,3,1
796,2,13,1,4,4,4,3,2,2,3,1,2,4,4,4,2,1,0,12,1,4,2
252,2,13,1,4,2,3,3,2,1,1,1,1,1,2,2,2,1,0,8,1,4,3
1001,1,16,1,5,5,5,5,1,1,2,1,1,2,5,2,1,1,0,12,1,4,3
1294,4,1,1,2,2,2,2,2,1,2,3,3,4,4,4,2,1,0,12,1,3,2
2439,2,1,3,2,1,2,2,1,3,1,2,1,2,2,2,1,1,0,8,2,3,2
1891,4,11,3,4,3,3,3,3,3,2,4,4,4,4,4,2,1,0,12,2,2,1
1852,4,11,3,2,2,2,2,1,2,1,3,1,4,1,2,2,1,1,6,1,2,1
1944,4,16,1,3,2,3,2,2,2,2,3,2,2,4,4,2,1,2,6,2,4,3
1500,4,13,1,3,2,2,2,1,1,2,1,1,1,2,2,1,1,0,12,1,4,3
1323,4,16,1,4,2,3,2,1,2,3,3,1,2,4,4,4,1,0,12,1,4,2
608,2,18,3,4,4,4,3,1,1,3,1,1,5,5,5,2,1,0,12,1,4,3
1886,4,-99,3,3,2,5,2,1,1,1,2,2,4,4,4,1,1,0,12,1,3,3
147,4,16,4,5,5,3,5,1,1,1,1,1,2,1,4,1,1,0,12,2,4,2
1850,4,36,1,2,2,3,3,1,1,1,1,1,4,4,4,2,1,0,12,2,4,3
1493,4,6,96,3,2,2,3,2,1,2,2,2,1,1,2,2,1,0,8,1,4,2
708,4,20,3,2,2,2,2,3,3,2,3,2,4,4,4,4,1,1,1,1,4,1
1501,4,6,4,4,4,3,3,3,2,1,1,1,4,4,4,4,1,2,1,2,4,1
936,4,11,3,4,2,4,3,2,2,3,3,2,2,2,2,2,1,0,12,1,4,1
266,2,13,1,4,4,4,4,1,1,1,1,1,2,2,2,2,1,0,12,1,3,1
2036,5,96,11,2,1,1,1,1,1,1,1,1,4,4,5,2,1,0,12,2,2,1
988,2,96,4,2,2,3,3,2,2,1,3,3,2,5,5,4,1,1,6,2,4,1
159,2,1,1,3,3,2,2,1,1,2,1,1,2,4,2,1,1,0,12,1,2,2
519,2,12,1,4,4,4,3,3,2,3,3,2,4,4,4,2,1,1,6,1,2,1
636,2,20,4,4,2,3,2,4,3,2,3,1,2,4,4,4,1,0,12,1,4,1
1475,4,1,-98,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,6,2,3,3
2016,2,-98,1,3,3,3,3,2,1,1,2,1,2,4,4,1,1,1,6,2,3,1
2152,1,37,11,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,3,2
602,2,11,1,4,2,3,4,1,1,2,2,2,2,2,4,2,1,2,6,1,3,2
1125,1,96,3,1,3,2,3,1,2,2,1,1,5,4,4,5,1,-1,-1,1,3,3
1028,4,20,3,3,2,3,3,4,2,4,4,2,4,4,5,4,1,-1,-1,2,4,1
35,4,11,4,2,1,2,2,2,2,2,3,1,4,4,4,5,1,1,6,2,1,1
987,2,16,1,3,5,3,4,2,2,2,2,2,4,4,4,2,1,0,12,2,4,2
561,2,13,1,4,4,4,4,3,3,4,2,3,2,5,2,2,1,-1,-1,1,3,3
1924,5,16,96,5,4,2,2,2,1,2,2,1,4,4,4,5,1,-1,-1,2,4,3
1796,2,16,4,5,2,2,2,2,2,2,3,2,4,4,4,2,1,0,12,1,4,1
336,2,16,1,5,5,2,3,1,1,2,2,2,2,4,4,4,1,0,12,1,2,2
566,4,-99,3,4,4,2,1,1,1,3,1,1,1,1,1,1,1,0,12,2,3,3
1340,4,13,4,1,2,2,2,1,1,2,2,1,2,2,2,2,1,0,12,2,3,3
1130,5,11,96,5,5,2,2,2,2,3,4,3,5,4,4,5,1,-1,-1,1,2,3
1053,4,13,1,5,5,3,2,2,1,1,2,1,4,2,4,1,1,-1,-1,2,4,2
596,2,16,1,3,5,4,3,2,1,1,2,2,2,4,2,2,1,1,1,1,4,1
700,2,1,1,4,2,2,3,3,3,3,2,3,2,4,2,2,1,0,12,2,3,2
1473,5,11,4,3,1,3,1,3,1,1,3,3,2,4,4,1,1,0,12,2,2,1
569,2,19,1,4,2,4,3,2,2,2,2,2,4,2,4,4,1,0,12,1,4,1
665,2,7,96,2,1,1,1,1,1,1,1,1,1,2,2,1,1,0,8,1,3,3
1775,4,36,1,3,3,2,3,2,2,2,2,2,2,2,4,4,1,2,6,2,3,3
1794,4,4,3,3,4,2,2,3,2,2,2,2,2,5,2,2,1,1,6,2,3,1
1088,4,16,3,4,-98,3,-98,1,1,1,1,1,4,5,5,1,1,0,12,2,4,3
1406,1,1,3,5,5,1,1,1,1,1,2,1,4,4,5,2,2,1,6,2,2,3
1127,5,1,1,5,5,4,4,3,2,3,2,1,5,4,5,5,2,-1,-1,1,4,2
1363,4,11,3,-98,1,-98,2,-98,1,1,2,2,5,5,5,-98,2,-1,-1,1,4,1
474,4,13,11,2,1,2,1,2,2,1,1,2,2,5,5,2,2,0,12,1,4,3
30,2,30,4,2,2,1,2,2,2,2,2,1,4,4,4,1,2,-1,-1,2,3,1
1593,2,5,2,3,4,4,4,1,2,2,2,2,1,2,2,2,2,1,6,2,3,2
148,4,11,3,1,1,1,1,1,1,1,2,1,2,4,5,1,2,1,6,2,4,1
1511,2,1,3,5,5,4,4,1,1,2,1,2,2,2,5,1,2,-1,-1,1,4,2
818,4,4,97,4,3,2,4,1,1,1,1,1,2,4,2,2,2,0,12,2,3,1
2259,4,5,1,3,3,3,3,2,3,3,3,2,4,4,4,4,2,2,1,2,4,1
1317,2,1,1,4,4,3,3,1,1,1,1,1,1,2,4,2,2,0,12,1,4,3
207,4,13,-98,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,6,1,2,1
1066,1,1,96,3,5,3,4,1,1,1,1,1,5,5,5,1,2,-1,-1,2,3,2
1518,2,13,1,3,4,4,4,2,2,2,2,2,4,4,4,5,2,-1,-1,2,4,3
1828,4,16,-99,3,1,1,1,1,1,1,1,1,5,5,5,1,2,2,6,2,2,1
1176,4,36,4,4,2,4,3,2,2,4,4,1,5,5,4,4,2,0,12,1,2,1
405,2,11,3,2,2,3,2,2,2,4,4,3,4,4,4,2,2,1,1,1,1,3
2177,4,16,3,4,4,5,4,2,2,2,2,2,2,2,2,2,2,1,6,2,3,1
309,5,11,4,2,2,2,2,1,2,1,3,1,4,1,2,4,2,0,12,2,4,1
216,2,1,3,4,5,4,3,4,4,4,4,4,1,2,2,1,2,0,12,2,3,2
288,4,12,3,2,1,2,2,1,2,2,1,2,4,4,4,4,2,-1,-1,2,3,3
1815,2,96,3,5,5,2,2,3,3,3,2,2,2,4,4,4,2,2,6,1,4,1
960,4,13,95,2,2,1,1,1,1,1,1,1,1,4,2,1,2,2,6,2,3,1
1032,2,1,3,2,-98,4,1,2,4,2,4,2,4,5,4,5,2,-1,-1,1,4,2
884,2,13,-98,2,2,2,3,1,1,1,1,1,4,4,4,1,2,0,12,2,3,2
1278,3,16,24,2,2,4,2,1,1,3,4,3,2,2,2,4,2,0,12,1,2,2
2436,1,-98,3,3,3,2,3,1,1,1,1,3,2,4,4,4,2,1,6,2,2,3
1602,4,36,2,2,2,2,2,2,2,3,2,2,4,5,4,4,2,2,6,1,4,3
59,5,11,3,2,2,2,2,3,2,2,3,1,4,5,4,2,2,2,1,2,4,1
1047,2,13,1,5,5,2,1,1,1,1,1,1,4,5,5,-99,2,-1,-1,2,4,3
1780,4,19,-98,1,1,1,2,1,1,1,1,1,2,2,2,1,2,0,12,2,2,3
1264,4,13,3,1,1,2,2,1,1,1,1,1,4,5,4,1,2,1,1,2,3,2
1547,2,20,3,3,3,3,4,2,3,2,2,2,2,2,2,4,2,0,12,1,4,1
1829,4,20,3,3,2,2,2,2,1,2,2,1,2,4,4,1,2,0,12,2,4,1
1679,2,13,1,-98,2,4,2,3,1,2,4,2,5,4,4,5,2,-1,-1,2,4,3
1509,5,20,2,3,4,4,3,3,1,3,3,3,5,5,4,4,2,2,6,1,4,1
1046,5,20,-98,4,4,3,2,1,1,1,1,1,1,2,2,2,2,-1,-1,2,2,1
2125,2,11,1,4,3,2,4,2,2,3,4,3,2,4,4,4,2,0,12,2,3,3
1059,2,-98,3,4,4,4,4,3,3,3,3,3,5,5,5,5,2,-1,-1,1,3,2
502,4,20,1,5,5,4,4,2,1,2,3,2,5,5,5,5,1,-1,-1,2,4,2
1307,2,13,1,4,2,2,2,1,1,2,1,1,1,1,1,2,2,2,6,2,2,2
647,4,19,1,3,3,2,2,3,2,4,4,3,4,4,4,4,2,0,8,2,4,3
1328,4,16,1,1,1,1,1,1,1,1,1,1,2,5,4,1,2,0,12,1,4,1
505,2,26,1,4,3,3,4,1,1,4,3,3,2,2,4,1,2,-1,-1,2,4,3
2337,2,4,3,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1
1325,2,11,3,3,2,3,3,2,2,3,3,2,2,4,4,4,6,0,12,1,2,1
1585,2,16,1,5,4,4,2,2,2,1,3,2,2,2,2,1,6,2,6,2,4,3
1049,4,13,3,4,4,2,3,3,2,1,2,1,4,4,2,2,6,-1,-1,2,3,2
1867,4,11,3,2,1,1,3,3,2,3,4,2,1,4,4,2,6,1,6,1,2,1
5,2,1,1,4,4,4,4,2,2,2,2,2,4,4,4,5,6,-1,-1,2,4,2
191,4,16,4,1,1,1,1,2,3,2,3,2,4,5,4,2,6,1,1,1,1,3
2535,1,20,1,1,1,3,5,2,1,1,1,1,2,4,5,4,6,2,1,2,3,2
1692,2,1,3,3,2,3,2,2,2,2,2,2,4,4,4,2,6,1,1,2,2,1
1051,4,16,1,5,5,2,1,2,1,3,2,1,5,5,5,4,2,-1,-1,2,4,3
23,4,16,-98,2,2,2,1,1,1,1,1,1,4,2,5,1,2,-1,-1,2,3,3
1614,4,11,3,4,2,4,4,2,1,2,3,2,1,2,2,4,2,0,8,1,4,1
752,1,-98,1,3,3,4,4,2,1,3,1,1,4,5,4,1,2,0,8,2,3,3
1816,5,29,15,4,1,2,3,1,2,1,1,1,2,4,4,4,2,1,6,1,3,1
1011,2,11,3,5,2,3,5,2,2,1,2,1,2,4,2,4,2,-1,-1,2,4,2
1188,4,20,4,4,4,2,4,2,2,2,3,2,2,2,2,2,2,1,1,2,3,1
2045,2,4,1,2,2,4,2,2,2,3,2,2,2,4,4,2,2,1,6,1,2,2
1005,4,11,3,2,2,3,2,2,2,2,2,2,4,4,4,1,2,2,6,2,4,2
1661,2,20,1,2,2,2,2,1,4,1,2,1,4,4,4,4,2,-1,-1,2,4,3
1438,2,37,3,3,3,3,3,3,3,3,4,3,4,4,4,4,2,1,1,2,4,1
1301,4,1,5,2,2,3,1,2,3,3,3,2,2,4,2,2,2,0,12,1,2,1
1881,2,16,3,3,3,4,3,3,3,4,3,3,1,2,2,2,2,0,12,1,3,1
372,4,13,1,4,3,4,4,2,4,2,3,1,1,2,2,1,2,0,12,1,4,2
1637,1,29,1,2,1,2,5,1,1,1,1,1,1,1,1,1,2,1,6,2,4,1
666,2,11,1,2,2,3,3,3,3,3,3,3,2,4,2,2,2,1,6,2,4,1
15,4,20,5,-98,1,1,1,1,2,1,2,1,4,4,4,5,2,-1,-1,2,4,3
501,4,27,3,5,3,3,3,3,3,1,4,4,2,5,1,2,2,-1,-1,2,3,1
592,2,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,12,2,4,1
2236,4,-98,3,3,3,3,3,2,2,2,2,2,4,4,2,2,2,1,6,2,3,1
1603,2,17,1,2,2,2,2,1,1,1,1,1,4,4,4,1,2,2,6,2,3,1
2386,2,-99,-98,2,2,4,2,2,2,3,3,1,2,4,4,4,2,0,8,2,4,1
1298,2,20,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,6,2,4,1
1494,4,16,-98,1,1,1,1,1,1,2,1,1,2,2,2,1,2,0,12,2,3,3
27,2,17,-98,4,2,3,3,3,2,1,2,2,4,4,4,4,2,-1,-1,1,4,2
1356,2,1,3,2,2,5,5,1,2,3,3,2,5,5,4,4,2,0,12,2,3,1
904,4,16,1,4,4,4,4,1,1,2,2,1,2,4,2,4,2,0,12,1,4,3
1622,4,11,-98,2,2,2,2,2,2,2,2,2,4,4,2,2,2,0,12,2,3,3
1734,4,36,-99,4,4,1,1,4,1,4,4,2,2,2,2,5,2,-1,-1,1,4,3
388,4,13,3,3,3,3,3,1,1,1,1,1,4,4,4,2,2,2,6,2,4,3
937,4,1,3,2,3,3,3,2,2,2,2,2,4,4,4,2,2,0,12,2,4,2
152,2,1,4,2,2,1,1,2,2,1,2,1,2,1,4,2,2,0,12,1,3,2
1698,4,17,-98,3,3,3,3,1,1,1,1,1,4,4,4,2,2,0,12,2,2,3
126,4,16,5,2,1,2,1,2,1,2,1,1,4,4,4,1,2,0,12,1,4,1
357,2,16,-98,5,1,3,1,1,1,1,1,1,4,4,4,1,2,0,8,2,1,1
693,4,1,-98,3,1,1,1,2,1,1,1,1,1,4,4,1,2,2,6,2,3,1
1931,2,34,4,2,1,3,2,1,1,1,2,1,4,4,2,1,2,0,12,1,3,1
416,2,-98,-98,3,3,4,4,3,3,4,3,3,1,4,2,4,2,1,1,1,3,3
467,4,16,5,2,2,2,2,1,1,1,1,1,2,4,2,1,2,2,6,1,4,1
365,4,19,1,3,2,2,5,2,2,2,2,1,4,4,4,2,2,1,6,1,3,1
1917,4,-98,1,4,4,2,2,1,1,1,1,1,1,2,2,2,2,2,6,2,4,1
68,4,36,96,5,2,1,2,2,2,1,2,1,1,4,5,4,2,-1,-1,2,4,1
579,2,16,3,2,2,2,2,2,2,3,2,2,4,4,4,2,2,2,6,2,4,1
1962,5,11,4,2,2,3,2,1,1,1,1,1,1,4,2,1,2,0,8,1,3,1
1618,4,16,1,3,2,4,4,2,1,4,3,2,4,4,4,1,2,1,6,1,4,3
134,2,11,3,5,4,3,5,2,1,2,2,1,2,4,4,2,2,0,12,1,2,1
812,2,36,1,4,4,3,3,1,1,1,2,2,4,4,4,1,2,2,6,2,4,3
1159,4,16,4,3,4,3,1,3,3,3,4,2,2,4,4,4,2,0,8,2,2,3
2406,2,11,3,1,1,3,2,1,1,2,3,1,4,4,5,1,2,1,6,2,2,1
385,2,1,3,3,4,3,3,1,1,2,3,1,1,4,4,1,2,1,1,1,4,3
2440,2,11,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,6,1,1,3
206,2,11,3,1,2,2,3,1,1,2,2,2,5,4,2,4,3,1,6,2,2,1
1610,2,1,3,1,1,5,1,1,2,1,1,1,4,5,2,1,3,1,6,1,1,3
1940,5,19,3,3,3,2,2,2,3,2,4,1,4,4,4,5,3,-1,-1,2,4,1
1925,2,1,3,3,3,4,2,3,1,3,2,2,2,4,2,4,3,0,12,1,4,2
1217,4,4,3,2,2,2,2,2,2,2,1,1,2,2,2,4,3,0,12,1,3,2
1286,5,13,11,1,1,1,1,1,1,1,1,1,5,5,5,1,3,0,12,1,4,2
2284,2,1,3,4,2,4,4,2,2,4,2,2,4,4,4,4,3,-1,-1,2,4,3
1142,2,17,97,4,2,3,3,3,2,3,3,2,2,4,5,5,3,0,12,1,4,2
2482,2,1,1,4,2,3,2,3,3,3,3,3,2,4,2,4,3,0,12,2,2,2
1523,2,11,6,3,2,4,3,3,3,4,4,3,4,4,4,4,3,0,8,2,2,3
771,4,-98,-98,3,4,4,4,2,2,2,2,2,2,4,4,2,3,1,1,2,3,3
1627,4,20,4,4,2,2,2,1,2,1,3,1,2,2,4,2,3,0,12,2,3,1
17,2,20,1,2,2,3,2,2,2,2,3,2,5,5,5,5,3,-1,-1,1,3,1
1987,4,19,-98,2,2,2,2,2,1,2,2,1,1,1,2,1,3,1,1,2,3,2
1212,4,29,1,5,5,4,5,1,1,2,2,1,1,4,1,1,3,0,12,1,4,2
858,4,13,1,4,4,4,3,3,3,3,2,2,2,2,2,4,3,1,6,1,4,1
436,4,16,11,1,1,1,1,2,2,2,2,2,2,2,2,1,3,1,6,1,3,2
933,2,34,11,4,3,4,4,4,3,4,4,3,5,5,5,1,3,0,12,1,4,1
1348,4,1,1,3,4,3,3,3,2,4,3,3,2,4,5,2,3,2,6,2,4,3
838,2,11,4,2,3,4,3,3,1,4,2,1,2,4,5,4,3,0,8,2,4,3
1270,4,1,1,4,3,4,3,1,2,1,1,1,2,4,4,2,3,0,12,2,3,3
1334,4,32,95,4,2,2,3,2,2,2,3,1,4,4,4,2,3,0,12,1,4,2
1964,2,19,1,2,4,2,5,1,1,1,1,1,4,4,4,2,3,0,8,1,4,1
2012,1,29,-99,3,2,3,3,1,4,3,2,2,4,4,4,4,3,2,6,2,4,3
972,4,16,3,5,4,3,2,2,2,2,2,2,2,2,2,2,3,2,6,2,3,1
722,2,-99,1,4,3,3,4,2,2,2,2,3,2,4,4,4,3,1,6,2,2,3
2109,2,19,-98,4,2,2,2,2,2,2,3,2,2,4,4,2,3,1,6,2,4,3
414,2,1,3,3,2,3,3,2,2,2,2,3,4,4,4,2,3,2,6,1,1,1
480,2,1,5,4,3,3,5,1,2,2,2,2,2,2,2,2,3,1,6,1,2,3
2369,2,16,3,3,2,3,3,2,2,1,2,2,4,4,4,2,3,-1,-1,1,2,3
1395,2,16,3,4,4,3,2,3,2,4,3,3,2,4,2,2,3,2,6,2,2,2
1396,1,36,16,3,1,4,3,3,2,1,1,3,4,3,5,1,3,-1,-1,2,4,1
622,1,11,4,3,3,5,4,1,3,1,3,1,2,4,4,2,3,2,6,2,3,1
2280,4,16,3,1,1,1,1,1,1,1,1,1,4,4,4,2,3,2,6,2,4,1
412,4,-98,1,5,3,3,5,1,1,1,2,1,5,5,5,2,3,2,6,2,3,1
677,2,13,1,4,5,3,3,1,1,2,2,1,4,4,4,2,3,0,12,1,3,2
1586,2,20,1,2,3,4,4,2,1,4,3,4,4,4,2,4,3,1,6,2,2,3
1077,2,6,3,3,3,2,1,1,2,1,2,-98,2,4,2,5,3,-1,-1,2,4,3
603,2,13,-98,-98,-98,3,3,2,2,-98,2,2,2,2,3,4,3,0,8,2,4,3
1562,4,6,10,2,2,3,4,2,2,2,2,2,2,4,2,1,3,0,8,1,4,1
533,2,13,1,5,1,4,4,1,1,1,1,1,4,4,4,5,3,-1,-1,2,3,3
1675,2,11,3,5,5,4,5,4,4,3,4,2,5,5,4,2,3,1,6,2,1,1
220,4,16,3,2,3,4,2,1,1,2,2,2,4,4,4,2,3,0,8,1,4,3
282,2,16,1,3,2,3,2,2,3,3,4,3,2,4,2,2,3,0,12,2,2,1
240,4,13,1,3,3,3,4,4,4,4,4,4,5,5,5,5,3,2,6,1,3,1
1394,2,33,1,3,3,4,3,2,2,3,1,2,2,4,5,2,3,0,12,2,4,1
1071,4,11,3,5,4,4,4,2,1,3,4,1,4,5,2,1,3,-1,-1,2,2,2
1482,2,11,3,3,3,4,3,4,4,4,4,4,5,4,4,4,3,1,1,1,3,2
829,2,1,2,4,3,3,3,1,1,1,1,1,2,4,4,4,3,0,8,2,3,3
355,5,13,96,5,5,5,5,1,1,1,1,1,4,4,2,1,3,0,12,1,3,1
1073,4,17,5,1,1,1,1,1,1,1,3,2,5,5,5,1,3,-1,-1,1,3,2
1111,4,35,6,4,2,3,5,2,1,2,3,2,2,5,5,1,3,2,6,2,4,3
2293,4,16,3,2,2,2,1,1,1,1,1,1,2,5,5,2,3,2,6,2,3,1
244,2,6,-98,3,4,4,4,3,3,3,3,3,2,2,2,2,3,0,12,1,2,1
928,4,29,6,2,2,2,3,2,2,3,2,2,4,4,4,4,3,0,12,2,3,1
691,4,11,3,2,1,2,2,1,1,1,1,1,2,2,4,1,3,2,6,2,4,1
162,2,4,3,2,2,4,4,2,1,1,2,1,4,4,4,2,3,0,11,2,4,1
2316,1,1,6,3,5,3,4,3,2,3,3,3,4,1,4,2,3,2,6,1,3,2
751,2,31,2,3,3,3,3,3,3,2,2,2,4,4,4,2,1,0,12,2,2,3
20,4,16,4,3,3,4,1,1,1,1,2,2,5,4,5,1,3,-1,-1,2,4,3
1672,2,6,6,4,-98,4,4,2,3,4,4,2,5,5,5,1,3,-1,-1,1,4,2
393,4,16,11,5,1,4,3,1,1,3,2,1,5,5,5,1,3,0,12,1,2,2
1383,4,16,1,4,3,4,3,1,1,1,2,1,2,1,2,1,3,1,6,2,4,2
43,2,37,3,1,1,3,2,2,2,2,3,1,2,4,2,2,3,1,6,2,1,1
902,4,13,6,1,1,1,1,1,1,1,1,1,2,1,1,1,3,0,12,1,2,1
60,4,13,16,2,3,2,2,1,1,2,1,1,2,2,2,1,3,1,1,2,3,1
806,5,20,5,3,2,3,5,3,3,3,3,4,5,5,5,5,3,0,12,2,3,3
1536,2,34,6,4,4,4,4,2,2,2,2,2,1,1,4,1,3,0,12,2,4,1
1078,1,19,1,4,5,4,5,3,1,3,3,2,4,4,4,4,3,-1,-1,2,4,3
1932,4,13,11,2,2,3,3,2,2,3,3,3,4,4,4,2,3,1,6,2,3,3
1892,2,16,4,2,2,2,1,2,2,2,2,1,4,2,4,2,3,0,12,1,3,2
698,4,16,3,4,4,4,4,2,3,3,2,3,1,4,1,2,3,0,12,1,1,1
38,5,13,3,2,2,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,3,3
852,1,16,3,5,1,2,1,1,1,1,1,1,5,5,5,5,3,0,12,1,4,3
670,2,-98,6,2,2,2,2,2,2,2,2,3,4,2,2,2,3,1,1,1,2,2
897,5,16,3,1,1,1,1,1,1,1,2,1,4,4,4,2,3,0,12,1,4,1
2558,2,30,6,3,2,3,3,3,2,2,3,2,2,2,4,2,3,2,6,2,4,1
1426,2,36,3,3,5,2,5,2,1,2,2,2,1,2,2,2,3,0,12,2,4,3
1285,4,16,96,2,2,3,2,3,2,3,2,2,2,2,4,4,3,0,12,2,3,1
1443,2,28,-99,3,3,3,3,3,3,3,3,2,2,5,4,4,3,0,12,2,3,2
1628,5,4,11,1,3,3,1,2,1,2,3,3,2,2,2,2,3,0,12,1,2,2
1374,2,1,3,1,1,2,2,1,2,1,3,1,2,4,4,2,3,0,8,1,3,2
507,1,11,3,2,1,1,1,1,1,1,1,1,5,5,5,2,3,0,12,2,4,1
958,4,11,4,4,2,2,2,2,1,3,4,3,1,2,4,2,3,0,12,2,4,1
1044,2,1,-99,4,2,2,2,1,1,1,1,1,1,5,2,1,3,0,12,2,4,1
1181,2,-98,3,5,3,4,3,2,2,2,3,2,2,2,2,2,3,0,12,2,4,3
338,4,19,3,2,2,2,3,3,2,3,3,1,2,2,2,2,3,0,8,1,3,1
1442,2,1,1,5,4,2,3,2,1,1,2,2,4,4,2,2,3,2,6,1,3,2
2532,2,1,1,1,1,1,2,1,3,1,2,1,4,4,4,5,3,-1,-1,1,4,1
826,4,11,4,3,1,1,5,2,2,1,3,2,2,4,4,4,3,0,12,1,3,2
687,2,13,1,3,2,3,2,1,1,2,2,2,5,5,4,2,3,0,12,2,3,2
125,2,20,1,4,4,4,4,3,4,4,4,4,2,2,1,4,3,1,6,1,4,3
1963,4,1,6,3,1,2,2,2,1,2,2,1,2,2,2,2,3,0,12,1,4,1
2265,2,35,1,3,3,4,3,4,4,4,4,4,5,5,5,5,1,2,6,1,4,2
1960,2,16,6,2,1,3,3,1,1,2,1,1,4,4,4,2,3,0,12,2,4,1
1349,4,11,3,1,1,2,4,3,1,2,1,1,1,4,2,1,1,0,8,2,4,1
1435,2,1,3,5,5,4,4,2,2,2,2,2,2,2,2,4,3,0,8,1,3,2
2499,2,16,6,1,1,1,1,1,1,1,1,1,1,1,4,1,3,0,8,1,4,3
1400,2,11,3,1,1,1,1,1,2,1,1,1,2,2,4,1,3,1,1,1,4,1
1036,2,36,3,2,2,1,1,2,3,2,2,1,2,2,4,2,3,1,1,2,3,2
2222,4,13,3,2,2,3,3,1,1,1,2,2,4,4,4,2,3,0,12,2,3,3
995,2,16,3,3,3,3,2,3,2,3,3,2,4,4,4,4,3,1,6,1,4,1
1673,4,16,4,3,3,4,4,2,1,4,2,2,2,2,2,2,3,0,12,2,4,1
1711,2,5,-98,3,3,3,3,3,2,3,3,2,4,5,4,2,1,2,6,2,4,3
238,4,16,3,3,2,2,1,2,1,1,2,2,4,4,5,2,3,0,12,2,4,3
1583,2,33,3,5,3,2,2,1,1,2,1,1,2,2,2,1,3,0,8,1,2,1
345,2,16,3,3,3,4,3,3,2,2,3,2,2,4,4,4,3,0,12,1,4,1
2574,2,16,4,3,2,3,3,2,1,3,2,2,2,4,4,2,3,2,6,2,4,1
232,2,1,3,5,5,3,4,2,1,1,2,2,2,2,4,2,3,0,12,2,3,3
419,2,-99,1,2,3,2,3,1,2,2,2,2,4,5,4,2,3,0,12,2,4,3
760,4,11,4,1,1,2,2,1,1,1,2,1,2,4,5,1,3,1,1,2,4,1
1369,2,2,3,2,1,3,3,3,3,4,3,3,1,4,2,4,5,1,6,1,2,2
630,4,11,5,3,4,4,2,3,3,2,2,2,4,4,4,2,4,1,1,1,2,1
765,1,29,1,3,3,3,3,2,2,2,2,2,2,2,2,4,4,2,6,1,3,2
1020,2,8,3,2,1,2,2,1,1,1,1,1,4,5,5,1,4,0,12,2,4,3
50,2,1,4,4,4,3,4,2,2,2,2,2,2,4,4,2,4,1,1,2,2,3
1197,4,16,1,3,4,3,3,2,1,2,2,3,2,2,2,2,4,2,6,1,4,2
22,2,1,3,4,4,3,3,2,2,3,4,3,4,4,4,2,4,-1,-1,2,3,3
983,4,1,11,2,1,1,2,1,2,2,4,1,2,2,2,2,2,0,12,1,3,2
1022,4,1,3,4,2,2,2,2,3,3,3,1,2,4,4,5,4,-1,-1,2,4,3
866,1,-98,3,3,3,3,3,2,2,2,2,2,1,4,4,2,4,0,12,2,4,3
642,4,19,1,3,4,2,1,2,2,2,2,1,2,4,4,1,4,1,6,2,4,3
461,4,13,5,3,3,3,3,3,3,3,2,1,2,4,2,2,4,2,6,1,2,2
13,2,11,3,1,1,1,1,1,1,1,1,1,2,4,4,5,4,-1,-1,1,4,2
