srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,p_state,sDevType,sOSName,gender,age_group,education
354,2,18,1,2,2,3,2,2,1,2,2,2,2,4,4,4,3,2,6,2,4,3
1164,4,-98,1,3,2,3,3,2,2,3,2,2,4,4,4,2,2,1,6,2,1,1
1150,4,13,97,3,2,3,2,1,2,1,3,3,2,4,1,4,3,2,6,2,2,1
803,2,16,2,4,3,3,4,1,1,3,2,2,4,4,4,4,3,0,12,1,3,3
2010,2,1,1,2,2,4,4,2,2,2,3,3,2,2,2,4,3,1,6,1,3,1
2544,2,11,1,4,2,3,2,3,2,3,3,1,2,4,4,4,5,2,6,2,3,1
2087,4,16,3,3,2,1,2,3,3,3,2,2,4,5,4,4,3,1,6,1,3,2
245,4,36,3,4,2,3,3,3,2,2,2,2,2,4,4,2,2,2,6,1,4,2
185,2,35,4,3,3,4,4,3,2,2,3,2,2,4,1,2,4,0,8,1,3,1
2238,4,11,3,1,2,2,1,2,1,1,3,1,2,4,4,1,4,2,1,2,3,3
1345,4,16,2,4,3,3,2,2,2,2,2,1,4,4,4,4,5,0,12,1,4,1
374,2,31,1,3,3,4,4,2,1,2,1,1,1,2,1,2,5,0,12,1,3,2
737,4,11,3,3,2,2,3,2,3,3,2,3,4,4,4,2,5,2,6,1,4,2
2310,4,16,11,4,4,4,3,3,3,3,3,3,4,4,4,4,5,0,12,1,4,3
2230,2,16,11,4,3,2,1,1,1,2,1,1,4,4,2,1,5,0,12,1,3,3
2106,2,5,4,3,3,4,4,3,2,3,3,2,2,2,2,2,5,1,6,2,3,2
1319,4,36,-98,3,5,2,3,1,1,1,1,1,2,4,4,1,2,0,12,2,3,1
343,2,28,1,4,4,4,4,1,1,1,1,1,4,4,5,1,5,1,6,2,2,2
1495,2,-99,-99,3,3,3,3,1,2,1,2,1,2,2,4,1,2,0,12,2,3,3
978,1,6,4,3,4,4,2,2,2,3,3,2,2,1,1,4,3,1,6,2,2,1
186,4,1,1,4,4,3,4,1,1,2,2,1,2,4,4,2,2,2,6,2,4,3
1773,4,6,3,4,4,4,4,2,2,2,2,2,2,2,2,2,3,1,6,1,3,1
1753,2,11,3,3,3,3,3,2,1,2,3,3,4,4,4,2,2,1,6,1,3,1
1287,4,19,39,3,2,2,2,2,3,1,2,2,4,4,2,2,2,1,1,1,1,3
845,4,16,4,1,1,2,1,2,1,2,2,1,2,2,4,2,1,0,12,1,4,1
1746,2,2,-98,2,2,4,4,3,2,3,3,1,2,1,-98,2,1,1,1,1,3,1
2097,2,1,2,5,5,4,5,1,1,1,1,1,5,5,4,2,2,0,12,1,4,3
703,2,18,1,4,3,4,4,3,2,4,3,3,2,4,4,2,2,0,12,1,4,3
2214,2,-98,4,3,3,3,3,2,3,4,3,3,5,5,4,5,1,1,6,2,2,1
1091,2,20,4,3,3,3,3,1,3,1,3,1,4,4,4,4,3,0,12,2,4,2
1347,2,13,1,2,2,2,4,1,1,1,2,1,4,4,4,1,3,0,12,1,4,2
1242,2,17,3,2,4,2,2,2,2,2,2,2,4,2,2,2,1,1,6,2,2,2
1863,4,11,3,2,2,3,2,2,2,2,3,2,4,4,5,4,8,0,12,2,4,1
1549,2,16,2,4,4,5,5,1,1,2,2,1,2,2,2,1,2,2,6,1,4,3
1720,5,16,4,2,3,2,2,1,2,2,3,1,1,2,1,2,2,0,8,1,2,1
1309,2,4,1,3,3,4,3,1,1,4,4,2,2,1,2,4,2,0,12,1,3,2
1218,2,16,1,2,2,3,3,2,2,3,3,2,4,5,2,2,2,2,6,2,3,1
1787,2,1,6,2,2,3,3,1,1,1,1,1,1,1,4,4,3,1,1,1,3,1
2155,2,36,11,3,2,4,2,2,3,2,4,1,2,4,4,4,2,-1,-1,2,4,2
1055,2,16,1,3,4,4,3,4,4,-98,4,1,2,5,5,1,2,0,8,1,3,1
494,4,13,11,3,2,3,3,1,2,2,2,1,2,1,2,2,6,0,12,1,3,3
1836,2,37,3,2,2,4,4,3,2,3,3,3,2,4,2,5,1,0,12,1,2,1
1957,4,16,1,4,3,3,3,2,2,2,3,2,4,4,4,2,3,0,12,1,3,3
1171,2,1,3,3,3,3,3,2,1,2,3,2,1,4,4,1,5,-1,-1,2,4,3
1013,2,1,-99,2,2,2,2,2,1,4,3,2,5,5,5,4,3,1,6,2,3,1
1099,3,4,-98,4,3,2,2,1,1,1,1,1,2,4,4,1,1,0,12,2,3,3
576,2,16,2,3,1,4,3,2,2,2,2,1,2,4,4,2,3,0,12,1,4,1
1843,2,1,1,3,3,4,3,2,2,4,3,2,4,4,4,4,5,0,12,2,4,3
710,2,32,1,2,4,2,1,1,1,1,2,2,2,4,4,4,4,1,6,2,2,2
864,4,15,4,2,2,2,2,1,1,2,3,2,4,4,4,1,3,1,6,2,2,1
1153,2,20,8,3,3,4,4,2,1,1,2,1,1,2,2,2,1,0,12,2,3,1
349,2,13,5,4,4,4,4,2,2,2,2,2,4,4,2,2,5,0,12,1,4,2
659,1,18,1,3,3,5,3,2,2,2,2,2,4,4,4,1,5,2,6,1,4,1
861,2,17,1,3,2,3,2,3,2,3,3,3,4,2,4,1,2,1,1,1,2,1
1182,4,13,3,2,1,1,1,2,1,2,1,1,5,5,5,1,5,1,6,1,2,2
2006,4,11,11,3,4,4,4,2,2,2,2,2,2,4,2,2,1,0,12,1,4,2
286,2,13,6,5,5,2,5,1,1,1,1,1,5,5,5,1,3,1,6,2,4,3
1805,2,20,1,2,2,3,3,1,2,2,2,3,4,5,4,4,3,2,6,2,4,1
1544,4,11,4,2,3,3,3,1,1,2,3,1,2,4,4,2,2,-1,-1,1,3,1
2151,2,1,3,2,5,2,5,1,1,2,1,1,2,4,4,2,2,1,1,2,2,2
2251,1,11,1,5,4,5,4,4,4,4,4,4,5,5,5,5,4,-1,-1,2,3,2
1709,2,1,1,3,3,4,3,3,3,2,4,3,2,2,2,2,2,1,6,1,2,1
1311,2,29,1,2,2,4,3,2,2,2,2,2,2,4,2,4,2,0,12,1,3,1
1737,2,2,1,2,4,4,3,3,3,3,1,2,5,5,5,4,1,0,12,1,4,1
923,2,1,3,3,2,3,4,3,2,3,2,2,4,2,2,4,2,1,6,1,2,2
150,2,96,4,3,3,3,3,1,1,2,3,1,2,4,4,1,3,1,1,2,1,1
306,2,13,6,3,3,2,2,1,1,2,1,1,1,1,2,2,3,0,12,1,3,2
2317,4,13,2,4,2,1,2,1,2,2,2,1,1,4,4,2,2,0,12,2,3,2
368,2,1,1,2,2,2,2,2,1,2,3,3,4,4,2,4,2,0,12,1,2,1
1920,2,4,-98,3,3,3,3,2,2,2,2,1,4,5,4,2,1,1,6,1,2,3
1157,2,19,3,3,4,4,2,3,2,3,3,3,5,5,5,4,1,0,12,2,2,1
1237,2,16,1,3,4,2,2,1,1,4,1,1,2,4,2,2,2,0,12,1,3,1
2524,2,13,3,4,5,4,4,1,1,1,1,1,4,4,4,4,2,0,12,2,2,1
310,2,13,1,5,4,5,4,4,4,4,4,4,2,2,2,2,6,1,6,1,4,2
510,2,4,6,3,3,4,4,2,2,3,3,1,1,2,4,2,3,1,6,1,2,1
2438,2,16,3,1,1,1,1,1,1,1,1,1,4,4,4,2,2,1,1,2,1,1
353,4,11,4,1,2,2,2,1,1,1,3,1,1,4,2,4,2,1,1,2,2,1
98,2,13,1,4,4,3,4,2,1,2,2,2,2,2,4,2,2,0,12,1,4,1
2407,1,1,3,4,4,3,2,2,2,2,1,1,2,4,4,2,1,2,6,2,2,1
1243,4,11,3,2,1,1,1,2,1,1,2,1,4,4,2,4,2,1,1,1,3,2
2258,4,96,-98,4,4,2,5,2,2,2,4,2,2,1,2,1,2,1,6,2,2,1
1487,2,1,6,3,3,3,3,3,3,3,3,3,4,4,4,2,3,0,12,1,2,2
1279,5,11,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0,8,1,4,1
2195,2,16,3,3,3,3,3,2,2,2,3,2,2,4,2,2,3,0,12,2,2,1
1417,4,20,4,3,2,3,1,1,1,2,3,1,1,1,2,2,2,0,12,1,3,1
444,2,20,3,2,2,3,3,3,3,4,4,3,4,2,2,4,2,1,1,1,2,3
2541,2,1,3,3,3,4,3,3,2,3,3,3,2,2,2,2,2,1,6,2,3,1
448,2,1,3,3,2,4,3,2,3,4,4,3,4,5,2,2,2,1,1,2,4,2
488,2,29,3,3,3,3,2,2,2,3,3,2,4,5,5,4,5,0,12,1,4,3
1015,2,1,1,3,3,4,4,2,2,2,2,2,4,4,4,4,5,0,12,1,4,3
1227,2,5,97,3,2,2,2,2,2,2,2,2,1,1,2,2,5,2,6,1,3,1
1352,2,13,97,2,2,4,2,2,1,2,2,1,4,2,2,1,5,0,12,1,4,1
1136,4,19,3,2,1,2,2,1,1,1,2,1,2,2,4,2,1,0,8,1,3,1
1291,1,13,1,4,4,5,4,3,1,2,2,2,4,4,4,1,1,-1,-1,1,4,2
944,4,1,1,4,2,4,3,2,1,3,4,3,-98,4,4,2,1,0,12,2,3,1
423,4,16,4,3,2,2,2,2,2,2,2,2,2,2,4,4,4,0,8,1,3,3
1636,4,16,5,2,1,2,2,2,1,2,3,1,1,2,4,1,3,2,6,2,4,1
1377,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,2,2,2
2211,4,4,1,1,1,2,3,1,1,2,4,1,5,4,4,2,2,0,12,1,3,1
82,2,1,4,3,2,2,3,2,2,3,3,2,2,2,4,2,1,1,6,2,2,1
515,2,4,3,4,3,3,3,1,2,3,2,1,2,4,4,2,3,0,8,2,2,1
587,4,16,-98,4,4,4,2,2,3,1,3,1,2,2,4,4,1,0,12,2,2,1
919,1,30,1,4,4,3,3,3,2,3,3,3,1,4,2,4,5,1,6,2,2,2
640,2,1,1,2,3,3,4,1,1,3,3,1,2,5,5,2,1,1,6,2,2,1
1259,4,11,3,2,2,2,5,1,1,1,1,1,1,2,4,2,2,0,8,2,2,3
1229,2,4,1,4,2,5,5,3,3,4,4,4,1,2,2,2,3,0,8,1,2,1
1948,2,13,1,3,3,2,2,3,3,3,3,2,4,5,5,1,4,0,8,2,3,1
1572,2,6,3,3,4,4,4,3,3,4,4,4,2,4,2,4,8,0,12,2,2,1
876,4,13,2,2,2,2,1,1,1,1,1,1,1,1,4,1,1,0,12,2,3,2
298,2,-98,-98,4,3,3,3,2,2,2,2,2,4,4,4,4,1,1,1,2,1,1
1288,2,4,4,2,2,3,3,2,2,3,3,2,2,4,4,1,2,1,6,2,1,2
784,4,11,4,4,4,4,4,4,3,2,3,3,2,2,4,2,8,0,8,1,2,1
2200,2,20,4,1,2,3,2,1,2,2,3,1,2,5,2,2,5,0,12,2,2,1
1664,5,36,97,1,1,1,1,1,1,1,1,1,1,1,4,3,1,-1,-1,2,4,2
620,4,16,1,3,2,2,2,2,3,2,2,2,2,4,2,1,1,0,12,2,2,3
673,4,1,5,1,4,1,5,1,2,2,2,1,2,4,5,4,4,1,1,1,4,3
340,1,1,1,3,3,2,4,3,3,4,2,2,1,4,2,2,2,1,1,1,2,1
1980,2,30,1,4,3,4,4,2,1,1,2,2,4,4,4,1,5,0,12,1,3,1
2537,4,5,3,4,2,3,3,1,1,2,3,2,2,2,2,2,1,1,1,2,2,1
259,4,11,4,3,3,3,3,3,2,2,3,2,2,2,2,4,1,1,6,2,2,1
1122,5,16,3,4,2,2,2,3,2,3,3,3,5,5,4,5,1,-1,-1,2,4,3
1531,2,11,1,4,4,4,3,4,2,4,4,2,4,4,4,2,1,0,12,1,1,1
2005,5,16,4,3,3,1,2,2,2,2,4,1,4,2,4,2,3,1,1,2,2,1
127,2,15,1,4,4,5,4,3,3,4,3,3,4,5,5,2,5,1,6,1,2,1
2162,2,1,1,3,3,3,3,1,2,1,2,2,4,2,2,4,2,0,12,1,2,2
1715,4,13,3,4,3,2,2,2,2,3,2,2,1,2,2,2,3,1,1,1,2,3
735,2,16,3,4,3,2,2,1,1,1,1,2,2,4,2,2,4,1,6,1,3,2
1468,2,11,4,3,3,3,2,3,4,3,4,4,4,4,4,4,2,0,8,2,1,3
1415,4,13,3,5,3,3,5,1,1,2,1,3,4,1,2,4,2,1,6,1,1,3
471,2,1,3,3,3,3,3,1,1,2,2,2,4,4,2,1,4,0,12,1,3,2
1401,2,1,5,5,4,4,4,1,1,1,1,1,2,4,2,5,4,-1,-1,2,4,3
1588,2,5,1,2,4,3,2,2,2,3,3,3,1,4,2,1,2,-1,-1,2,2,1
291,5,1,17,1,1,1,1,1,1,1,1,1,5,1,5,1,4,1,1,1,2,3
234,4,1,1,4,4,4,4,2,3,3,2,3,4,4,4,4,4,1,1,1,2,3
563,1,36,4,4,2,4,2,3,2,2,3,3,4,4,4,5,3,0,12,1,3,1
2126,1,1,96,4,4,4,5,1,1,2,1,1,2,2,4,1,4,2,6,2,3,2
404,5,11,3,3,3,1,3,2,2,2,4,1,1,2,2,1,1,0,8,1,4,1
1360,1,1,1,1,5,5,5,4,3,3,4,4,5,4,4,5,1,-1,-1,1,4,3
1638,2,11,3,1,1,1,1,1,1,2,3,1,4,4,4,4,2,1,6,1,2,2
91,4,4,1,2,5,2,2,1,2,3,3,2,2,4,4,2,4,1,1,2,1,1
53,2,1,3,3,3,3,2,4,3,4,4,4,4,5,2,2,1,1,1,2,1,2
1821,2,4,1,4,4,4,3,2,2,4,3,3,2,2,2,2,1,0,12,1,4,2
950,2,4,3,4,5,4,4,2,2,3,4,2,5,4,2,2,2,0,12,1,2,1
1504,2,13,3,4,4,4,2,1,1,3,3,1,2,4,2,2,4,0,12,2,2,1
177,4,1,3,2,3,4,2,2,2,2,4,2,5,4,2,2,3,1,1,1,2,1
1492,4,16,3,4,1,2,3,1,1,2,1,1,1,2,2,1,2,1,1,1,3,2
324,4,16,3,3,3,3,2,2,2,2,2,2,2,4,4,2,4,0,12,2,3,2
2354,2,4,2,4,4,4,4,1,2,2,2,2,1,4,4,2,1,2,6,2,4,3
2022,2,-98,1,2,2,3,2,2,1,2,3,2,4,5,4,4,2,1,6,2,2,1
161,2,34,1,3,3,4,3,3,3,4,3,3,4,4,4,2,2,0,12,1,3,1
506,2,37,4,3,3,3,3,3,3,4,4,3,4,5,4,4,2,1,6,2,2,3
81,2,1,6,5,5,5,4,4,3,3,4,3,4,4,4,4,3,0,8,1,2,1
2385,4,1,3,4,4,4,3,4,2,3,3,3,4,2,4,5,3,0,12,1,2,1
1818,2,-98,4,3,3,3,3,4,4,-98,4,4,4,4,4,4,2,1,6,2,2,3
961,2,20,3,3,1,3,1,1,1,1,1,1,4,4,4,4,4,0,12,1,4,2
855,2,29,1,5,5,5,4,2,1,3,2,2,2,4,4,1,3,0,12,1,3,1
1370,4,13,11,4,3,3,4,2,1,2,1,2,3,4,2,2,1,-1,-1,2,3,1
1625,5,13,16,2,2,2,2,2,3,3,2,2,2,4,1,1,3,0,12,1,2,1
123,2,11,6,2,1,2,2,1,1,2,3,1,4,4,4,4,3,1,6,2,3,2
564,2,11,1,2,2,4,2,1,1,1,2,2,4,4,4,2,1,0,12,1,4,1
1804,4,15,3,1,2,2,1,1,1,1,3,2,2,2,4,1,5,0,12,1,2,1
968,2,36,3,2,4,4,3,1,1,1,2,1,2,4,4,2,3,2,6,1,3,3
2443,1,19,3,4,4,2,2,1,1,2,4,1,1,1,1,1,1,1,6,2,2,2
2528,2,6,-98,5,3,4,3,2,3,2,1,1,5,5,5,5,8,1,1,2,2,1
943,2,36,1,2,2,2,2,2,2,2,2,2,2,4,2,1,3,0,8,1,1,1
1722,2,1,3,4,4,4,3,2,2,2,3,3,2,4,4,2,1,0,12,1,1,3
1574,2,13,1,2,1,2,3,2,2,3,3,2,2,1,4,2,1,0,12,1,4,3
1449,5,11,5,3,2,4,2,1,1,2,3,1,2,2,4,2,2,1,1,2,3,1
241,2,11,4,3,2,2,2,1,1,2,3,1,1,1,1,1,2,0,12,1,2,1
531,2,1,1,1,2,1,2,1,1,1,1,1,5,5,5,1,2,1,1,2,2,1
115,4,1,95,1,2,2,2,2,2,2,4,2,4,2,2,4,3,1,1,2,2,2
1660,2,11,2,4,2,4,4,1,1,2,3,2,4,4,4,2,1,-1,-1,1,4,2
1939,4,13,15,3,3,3,3,1,2,2,3,2,2,2,2,4,2,2,6,1,3,2
1717,2,19,1,3,2,3,3,3,2,3,2,2,4,5,5,1,1,0,12,1,4,1
706,4,11,4,1,2,2,2,2,2,2,2,1,4,5,4,2,3,0,12,1,1,1
447,2,13,2,4,4,4,4,1,1,1,2,2,2,2,2,2,4,1,1,1,1,2
2359,2,17,3,2,4,2,2,1,1,1,1,1,2,4,2,2,2,1,1,2,2,2
1513,2,11,4,2,2,4,3,3,2,2,4,3,2,2,2,4,3,0,8,1,1,1
1461,4,11,3,2,2,1,1,1,2,3,1,1,2,4,4,1,3,2,6,2,4,3
1799,2,1,4,1,2,3,3,1,1,1,2,3,4,5,2,2,4,1,6,2,2,1
529,2,36,11,2,3,3,3,1,2,2,2,1,4,2,2,1,3,0,12,1,3,2
72,4,1,3,3,3,3,4,1,1,1,3,1,1,1,5,2,4,1,1,2,2,3
834,2,1,1,2,3,2,3,1,1,4,3,2,2,4,4,2,4,0,8,2,3,1
574,4,19,3,2,3,2,3,2,1,2,3,1,4,4,2,4,1,1,6,2,3,1
196,2,1,1,4,4,4,4,2,3,3,3,3,4,4,4,2,1,1,6,2,2,2
1941,2,19,-98,3,3,3,5,4,4,4,4,2,4,4,4,1,2,0,12,1,1,2
1409,2,35,3,3,3,2,2,3,1,1,1,1,2,4,4,1,8,2,6,2,4,1
1380,2,29,3,5,5,4,4,2,3,3,3,2,1,2,1,1,1,1,6,1,2,2
2557,2,35,15,4,4,4,4,3,4,1,1,1,2,5,1,2,3,1,6,1,3,1
2071,2,11,3,3,3,4,2,3,3,3,4,4,4,4,4,2,1,1,6,2,1,1
274,4,20,3,3,3,3,3,3,3,2,3,3,5,5,5,2,3,2,6,2,3,3
171,2,11,1,3,2,4,2,3,2,2,3,2,1,2,2,2,5,0,12,1,2,1
179,5,11,4,3,3,2,3,2,1,1,1,1,2,1,1,2,1,0,12,1,2,1
1247,2,-98,1,4,2,4,3,2,2,2,2,2,2,2,2,2,1,0,12,1,4,3
1114,5,16,4,2,2,2,1,2,2,2,2,1,2,2,2,2,3,0,12,1,2,1
508,2,13,3,3,4,4,3,4,4,4,4,3,2,5,4,4,2,1,6,2,2,3
328,2,17,3,1,-98,1,2,2,4,2,2,1,4,5,5,4,2,-1,-1,2,3,3
62,5,13,11,3,4,2,2,3,4,2,2,1,2,2,2,2,2,0,12,1,2,1
2056,5,16,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,0,12,1,2,1
2288,1,11,3,2,1,3,2,2,2,2,2,2,1,4,5,1,5,1,1,1,3,1
373,2,35,3,5,1,1,1,1,4,1,4,3,5,5,5,4,3,1,6,1,1,2
1161,5,29,4,5,5,4,2,2,1,1,2,1,2,4,4,1,3,-1,-1,2,2,2
1551,2,13,3,5,4,-98,-98,1,1,1,1,1,2,5,2,1,1,-1,-1,2,3,3
544,2,20,4,3,3,3,3,2,2,2,4,3,2,4,4,4,3,1,6,1,2,1
895,2,20,1,4,2,3,4,1,1,2,2,1,2,2,2,2,2,1,6,2,2,1
1613,5,1,11,2,2,1,2,2,2,2,3,1,4,4,4,2,3,0,12,2,3,2
188,2,16,1,4,3,2,3,1,1,2,1,1,4,4,4,1,2,0,8,1,2,2
1641,2,11,4,3,3,4,4,2,2,2,2,2,2,4,2,2,1,1,6,2,2,1
1472,2,37,3,4,4,4,2,1,2,2,2,3,5,4,4,2,1,1,6,2,1,3
1502,2,-98,3,3,3,3,5,1,1,1,2,1,2,2,2,1,2,1,6,2,2,2
674,4,13,1,4,4,4,4,2,1,3,2,1,4,4,4,2,1,0,12,1,3,1
2584,2,11,-99,3,3,-99,5,2,1,2,2,1,2,4,4,4,1,2,6,1,4,1
2390,2,16,-98,5,2,3,3,1,1,1,2,1,2,4,2,2,1,0,12,2,3,1
105,2,4,3,3,1,2,1,1,1,1,1,1,5,5,5,5,1,2,6,2,2,1
1581,2,1,3,3,5,3,1,2,1,2,2,1,4,4,4,1,1,1,6,2,2,3
1898,4,1,1,4,3,3,3,2,3,3,3,3,2,5,2,2,1,0,12,2,2,2
253,2,16,4,2,2,3,1,1,1,2,3,2,1,4,1,4,1,1,6,2,2,1
1436,2,36,3,5,5,4,5,2,1,1,2,1,4,5,4,5,2,0,12,2,3,1
487,1,28,1,5,5,5,5,1,2,1,2,1,1,4,2,2,2,0,12,1,4,1
1578,5,13,3,3,3,1,1,1,1,1,1,1,4,2,4,2,2,2,6,1,4,2
873,2,13,-99,3,3,2,5,1,1,2,2,1,2,2,2,1,2,0,8,2,4,2
1871,2,29,4,3,3,4,3,3,2,3,3,2,1,4,2,2,2,0,12,1,4,2
589,1,6,8,2,2,3,3,2,3,3,3,1,2,5,5,2,2,0,8,2,3,1
590,2,11,4,1,2,3,4,3,3,3,4,3,2,2,2,4,2,0,8,2,2,1
643,5,13,11,4,3,3,3,2,1,2,1,1,2,2,4,1,1,1,6,2,3,2
851,2,1,1,3,3,4,4,2,1,4,2,2,2,4,2,2,2,0,12,1,4,3
1691,1,29,4,4,3,4,3,1,2,2,2,1,4,1,4,4,2,1,6,2,2,1
1452,1,1,1,5,5,5,1,1,1,1,4,1,5,5,5,1,5,-1,-1,1,4,3
1937,2,26,97,2,2,2,2,4,4,4,4,4,4,2,4,4,2,0,3,1,1,1
55,2,1,3,2,1,3,4,3,2,4,3,2,4,2,1,1,5,0,12,2,2,1
671,4,-99,4,3,3,3,3,1,1,3,3,1,2,4,4,4,3,1,6,2,1,1
149,2,35,3,2,-98,3,3,2,3,3,3,3,2,4,4,4,2,0,12,2,2,1
584,4,37,3,2,1,1,1,3,3,1,4,2,5,5,4,4,1,1,6,2,2,1
1040,1,1,96,2,1,1,2,2,1,2,3,1,4,5,4,2,1,-1,-1,1,4,2
963,2,36,6,2,2,4,3,2,1,2,3,1,4,4,4,2,3,0,12,1,3,2
1811,2,13,6,4,4,4,2,3,2,3,2,2,2,4,2,2,3,1,6,1,3,1
585,2,1,1,2,2,3,3,2,2,3,2,1,2,2,2,2,1,0,8,2,4,3
650,2,13,5,4,4,4,4,4,3,3,1,3,4,4,4,4,4,0,12,1,3,3
1738,2,32,1,4,5,5,4,3,1,1,1,1,2,2,4,4,4,2,6,1,4,2
758,4,11,5,2,2,2,2,2,2,2,2,2,2,5,4,2,1,2,6,1,3,2
2319,4,1,3,3,3,2,2,2,2,2,3,1,2,2,2,4,1,-1,-1,2,3,2
1723,4,13,-98,3,4,3,2,3,2,3,3,3,2,5,4,1,2,2,6,2,4,3
907,2,5,1,5,5,4,5,1,1,3,2,1,4,5,4,2,6,0,12,2,4,3
109,4,13,2,2,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,2,4,3
2286,5,2,13,2,1,2,2,2,2,2,2,2,4,5,4,2,1,0,12,1,4,2
302,2,16,4,4,4,2,2,2,2,2,2,2,2,1,1,2,1,1,6,2,3,1
1398,2,13,3,5,5,3,5,2,2,2,1,2,2,4,4,1,3,0,12,1,4,3
364,5,32,1,5,2,4,2,1,1,1,1,1,2,4,2,1,4,0,12,1,4,1
86,4,11,3,2,2,2,2,2,1,2,4,1,1,2,2,4,5,0,8,2,3,1
1336,2,20,4,3,2,3,2,4,3,-98,3,2,5,5,5,5,5,1,1,1,4,1
922,2,-99,3,2,2,3,4,2,3,2,3,3,4,4,4,4,3,1,1,2,2,3
1491,4,36,1,5,5,5,5,1,1,2,1,1,1,5,1,5,4,0,12,2,2,3
1601,4,36,3,3,2,4,2,2,1,2,3,2,4,2,2,4,3,2,6,1,3,2
1485,1,20,3,4,3,3,3,3,3,3,3,2,2,4,2,2,2,1,6,2,4,2
2548,2,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,1,1,1,2,2
2343,4,16,-98,4,4,3,4,2,2,2,2,2,2,2,-98,2,4,0,12,1,4,3
483,5,20,96,2,3,2,1,1,1,1,1,1,1,2,1,1,4,0,12,1,3,3
848,2,32,97,3,2,3,3,3,3,4,2,2,2,5,4,2,1,1,6,1,3,1
1554,2,11,1,3,2,3,2,2,2,4,3,2,2,4,2,1,2,0,12,1,3,1
1018,2,32,2,2,2,2,2,2,2,4,2,1,2,4,4,4,5,0,12,1,3,2
558,4,17,-98,3,3,3,2,3,4,4,4,4,4,4,4,4,2,1,1,2,4,1
1179,4,32,1,1,1,1,1,1,1,1,2,3,-98,5,5,5,5,-1,-1,1,4,3
1865,4,16,-99,1,4,2,1,1,1,1,2,2,1,1,1,2,2,1,6,1,3,2
2388,4,19,1,1,1,1,1,4,1,-98,3,1,4,4,1,1,1,-1,-1,1,3,3
1244,2,1,1,2,1,3,5,1,1,3,3,3,4,4,2,4,3,0,12,1,4,2
85,4,16,1,4,4,5,5,3,3,4,4,3,1,1,1,1,5,1,1,2,2,1
982,2,29,1,3,3,3,3,1,1,1,1,1,2,4,2,4,2,0,8,2,4,3
1997,4,36,4,3,3,3,3,2,1,2,2,2,2,1,1,4,2,0,12,1,4,3
1087,4,13,1,5,4,2,5,1,1,1,1,2,5,5,5,5,4,-1,-1,2,2,1
1573,1,1,1,3,3,2,2,1,1,3,1,1,4,5,4,1,2,1,1,2,2,1
1418,4,1,96,5,5,5,5,1,1,1,1,1,4,5,2,1,3,1,6,2,3,2
1647,2,1,1,1,1,1,1,1,2,1,1,1,5,5,5,1,3,1,1,2,2,1
1068,4,36,2,2,4,2,4,2,1,2,2,2,2,4,4,2,3,0,12,1,3,3
1918,2,16,2,5,2,2,3,3,4,4,3,3,2,2,2,2,1,-1,-1,1,4,2
65,4,16,6,3,2,3,2,2,1,3,2,2,5,4,4,1,3,0,12,1,4,3
1203,4,11,96,3,3,3,3,2,2,1,3,2,4,4,5,1,3,0,12,1,4,1
2105,2,36,1,2,2,2,2,1,1,1,1,1,2,4,4,2,2,0,12,2,4,1
441,4,16,1,4,4,4,2,1,2,1,1,1,1,2,2,1,1,0,12,2,3,3
1035,2,13,1,3,2,3,2,2,1,3,2,2,4,5,5,4,5,0,12,2,4,3
1769,2,30,-98,4,1,1,4,1,2,2,2,1,2,2,2,2,4,0,12,2,4,2
1991,4,36,97,4,2,4,4,2,1,3,3,1,4,2,4,4,3,0,12,1,3,2
202,2,1,1,4,2,4,3,2,2,3,2,2,4,4,4,4,4,0,12,1,4,1
521,2,17,1,4,4,4,4,3,2,2,3,3,4,4,4,2,2,1,6,1,3,3
1752,2,16,96,2,2,1,1,1,2,1,1,1,1,1,2,1,5,1,6,1,3,2
709,4,1,2,2,1,2,1,3,2,3,4,3,1,4,5,1,1,1,6,1,2,1
271,4,1,1,2,4,1,2,1,1,1,2,1,1,1,1,1,5,2,1,2,3,3
1316,2,11,3,4,4,5,4,3,3,4,4,3,1,4,4,2,1,0,12,1,4,1
909,5,11,4,1,1,2,3,1,1,1,2,1,1,1,2,1,1,2,6,2,3,1
1658,1,6,1,5,5,5,5,1,3,3,4,3,1,5,5,5,1,-1,-1,1,4,1
1232,2,17,2,3,4,4,4,1,2,3,2,2,2,2,5,1,1,1,1,2,4,3
1626,1,1,3,3,3,4,4,3,3,3,3,3,1,1,2,4,3,1,6,2,1,3
1876,4,34,1,3,3,4,1,1,2,3,3,1,2,2,4,1,3,0,12,2,3,1
1729,5,13,5,2,1,2,2,2,1,1,1,1,1,5,5,5,5,-1,-1,1,4,3
1138,2,11,3,4,2,4,3,1,1,2,2,1,1,4,4,1,5,0,8,1,4,1
2325,2,16,3,3,2,4,3,2,3,4,3,2,2,2,4,4,1,0,12,1,2,2
1189,2,-99,2,3,2,4,3,2,3,3,3,3,2,4,4,1,1,0,12,1,4,3
